"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Costa Rica","CRI","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26735.5801073825","28339.2892137898","29074.6675238532","29272.5107886865","29412.0515731374","30137.9898104727","29555.5785256095","29773.530248676","30401.2473441928","31035.5696616554","30382.2466481215","30868.9834159847","31395.9554550445","32473.6167408242","31829.6955366478","33221.3766962715","34220.7387985907","35348.1811907363","35714.2729914711","37234.0563156114","39826.5924949121","38476.6455070408","38533.1220472106","39571.5478279089","41069.1636151566","43844.5844563517","44073.7735058067","43941.7801062574","45469.4221298959",
"Caribbean small states","CSS","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28828.318238862","29270.3552471594","29904.5609830708","30000.0225663527","30431.2139085062","30989.7714881392","31634.5463686658","31992.8188401618","32963.8917349306","33698.914073318","33982.8546318595","34870.0900269104","36079.4129307303","36782.7303808917","37404.9817466763","39107.3127070487","39772.37959049","39998.188139071","38865.3910288244","39389.2064581426","39607.6255678683","39835.8807548167","39658.8374832164","39068.9615348017","38933.1517729491","37535.9404017791","36617.6605847641","36537.0274936821","36397.6023455284",
"Cuba","CUB","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42715.272442","45690.8138597149","45150.5478004668","46487.1537712676","49740.3193761726","49217.3841538531","49166.8893220668","51443.5255419135","52894.600312359","53942.907223154","53096.4727959396","53521.6237272264","53261.3890712279","54438.9184946462","56681.7673446019","57385.4411340976","58252.2271800502","59045.456272157","57538.079623121","57755.5630688719","58998.3617846016","59155.0067595419","57501.6661899304","55561.1801721068","56666.7078487933","59249.5229593631","59721.3664048197","58914.5884035814","59734.0512892717",
"Czech Republic","CZE","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44403.0280414825","44184.117843608","44268.3350770782","45020.503432058","47498.300418216","49457.1883645284","49569.738063933","50056.5189050573","51924.2967660275","54626.7004568871","55972.8541024795","56283.8581824387","58709.994303181","62074.5329809625","65221.6287903436","69030.9853856429","71497.4536102928","72433.6733181234","70032.2204562586","72215.3690010086","73172.6229000371","72278.6914399772","71188.774803428","72449.0881171008","75259.4621063431","75501.6005838867","77480.4519355941","78668.2122391732","80547.1753550353",
"Germany","DEU","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80674.495997609","83433.197335707","84299.4191415004","86754.5209763831","87818.2532663973","89138.8675920104","91259.5273194504","92953.2005092283","93243.2032363042","95062.6286044069","96326.7885327374","96600.127717101","96801.9958522892","99229.9776037449","98738.9890263017","100613.723745084","101133.694887485","100844.987413325","95185.7140949417","98195.3468322427","101653.222108371","101412.491027231","100806.533180172","102248.61963686","102973.888156035","103593.274396635","105159.868444872","105704.688983715","105884.312378422",
"Djibouti","DJI","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10833.0462368364","11345.836899995","11955.986804183","12504.4614722272","12906.4199552628","13699.0521245014","14426.4788568169",
"Dominica","DMA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78033.383554335","79433.5067807181","81478.7399488645","85643.2842906252","85852.8407059869","87872.0376744887","88710.7542340387","90694.3711910471","92394.9670280841","95709.2582948249","96474.4110488873","95826.7317516846","98027.8538971181","99459.4320769819","101305.186584848","103166.826705414","104018.122253393","101975.293352383","99974.1681404003","104246.132589121","105825.112606594","106607.674127237","107627.828401548","108428.749683085","109555.068349864","109634.727660513","112770.955932237","113459.336699778","115619.715252162",
"Dominican Republic","DOM","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18068.3100599124","19559.3271514714","20492.764204258","20544.2447445147","21195.1695413435","21936.5901309742","23295.6851668473","24269.3416509049","25132.2811646025","25714.4156697045","26543.4349271309","26795.4312030991","26451.9868534965","26449.5694006309","28560.4887967569","29632.1862118614","31237.9911564617","31281.1269936725","32407.5525333217","33461.5746395388","33283.0452171365","33383.4881820046","34499.3271477724","35917.6852188897","36579.3405265596","38059.2277028292","38613.8625249277","40607.434577765","42070.7787195251",
"Algeria","DZA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40957.8162539089","42238.5267946294","40762.024313535","39709.7136886267","42258.3573980116","40667.4574110245","38409.6254612711","40111.4252765197","41271.9159985791","42665.0045491255","41397.3523945158","41878.6607888315","42616.4576980248","40247.2591210922","40507.3772007725","38962.1703932083","40189.7364871471","39256.1182217489","38637.4984710446","38950.1552289506","39303.2029748091","40248.0858398774","39251.3265340822","42388.9862217314","43860.1996770764","44146.5157952778","45074.8793204832","45189.8406810738","44979.3569488255",
"East Asia & Pacific (excluding high income)","EAP","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4461.57417885954","4816.90527244018","5226.74902186891","5665.08573190241","6112.21658335279","6524.71813507868","6859.84982246598","6823.87084917105","7128.93404546147","7538.64935568784","7993.62820488453","8550.89789688615","9198.81529962757","9883.71026008893","10729.9815533768","11716.586647026","12925.8776834579","13886.3924751361","14805.272052365","16088.3632224942","17242.0118938235","18379.9920921463","19589.6609349646","20788.9069549287","22070.7620865182","23393.4765659521","24829.3576229996","26288.8808477738","27763.4138117022",
"Early-demographic dividend","EAR","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13580.4312762956","13782.7774090523","13971.0081632988","14094.6842337744","14261.1959564306","14728.8835546171","14985.5299897623","14907.5736905863","14931.2049633984","15255.4273312407","15149.0804214502","15219.8551718017","15700.3614821477","16250.5455233757","16857.2461828675","17565.0908357894","18252.9660351291","18614.9874562515","18716.773208162","19628.4282197022","20337.5681010948","20908.895380586","21566.532765171","22245.5048385903","23037.8030542866","23884.5023857422","24649.1547001704","25336.0448875606","25760.738285643",
"East Asia & Pacific","EAS","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10320.3847033351","10651.9270184081","11032.5171796204","11518.9445664441","12083.5592317356","12609.2818138572","12997.4857078038","12857.4714164921","13237.8349605869","13807.087951455","14265.1632559424","14894.9698185827","15597.732110403","16409.9287301236","17336.5109028008","18379.49619367","19646.1593562186","20497.7137536736","21083.2799410087","22608.9294701302","23725.7587296387","24869.1355656138","26117.1705878136","27285.9367033651","28528.8445213718","29803.6597320767","31273.8987963041","32654.1331451907","34072.7939684737",
"Europe & Central Asia (excluding high income)","ECA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33716.2017167325","29985.9289582322","28579.5032904527","25631.4561804619","25343.4454944012","25489.2889065654","26692.1489772363","26627.6438324768","26597.478480669","28313.7267516345","29129.888007103","30269.7215169862","32314.5045992025","34652.1173509535","36528.0314955022","39099.1881245945","41301.2521491922","42584.4909001589","40383.1659588214","41888.7358525285","43607.0076231687","44778.0238605575","46087.2314587927","46850.9629005581","46672.6280147208","47073.7880832389","48554.0170146513","49612.5191839013","50796.5804681569",
"Europe & Central Asia","ECS","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54113.8119440236","53231.8834788332","53365.8634972549","53647.3621350215","54711.8707288316","55750.4418411808","57551.6465259334","58765.4520226002","59417.7744452493","61363.7252458163","62489.5234280966","63416.2292407774","64607.417758149","66628.3108790537","67839.9189126817","69928.8886033686","71524.5283894193","71851.0973603719","69483.8116689244","71116.5494070613","72632.1028734221","72884.7380852014","73558.1256839825","74380.6131977083","75012.2561980786","75611.9372570275","77031.9318168642","78006.7101126137","79216.1967125186",
"Ecuador","ECU","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22194.9809295042","21962.8708776636","21723.1804461096","21916.5383657299","21736.620721261","21498.7754426557","21787.3676588897","21130.294368466","19736.8074871147","19560.0253151382","19873.7363346887","20479.8971094201","20835.9692111862","21139.6525873544","21669.3368171805","21636.5167506104","21984.7688954336","22998.1502851281","23443.8559664359","24011.9919596964","25490.7312479697","26068.4779693291","27020.4611865586","27673.35459479","26171.8510055244","24826.8580522279","24415.3862223497","24476.7959650718","24082.5118991737",
"Egypt, Arab Rep.","EGY","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23986.9159215211","24327.5127625026","24928.7304779826","24743.6459539338","25883.7211741938","26108.0125320703","26927.6283031499","27901.8724293477","27820.5518590549","29220.8800443013","29844.4540363317","30262.6709307076","30335.9711378576","30140.1901725152","30662.8904903769","31428.8725524452","31561.6110934095","33089.0953300142","33675.4677978782","34211.9170346744","35506.3062800734","35631.9526734902","35613.0134302286","35944.5500536674","38042.8823966906","38942.7374295343","40619.4781339474","41930.6935301964","42923.8268976626",
"Euro area","EMU","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80659.8271621411","82632.8536602875","83656.0873813345","86261.8643662386","87907.4263725712","89031.9506985029","90835.1544954718","92339.8731140525","93266.7434557096","95052.4901313134","95799.1051265906","95718.2803286503","95443.0095162178","97046.7934605972","97294.3020035365","98770.6620885095","99807.0133734374","99335.0078310771","96693.3483366439","99099.9254347159","101022.303351858","100742.579394242","100919.364109116","101775.462681848","102797.655755752","103242.04398978","104342.386767987","104824.534860822","105388.451633083",
"Eritrea","ERI","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83090.7565317379","84889.927406729","87566.803415841","90318.3454872233","90334.6932045806","90573.2418089473","90460.4169798236","90616.3378556737","89423.7427294245","89664.1896303472","89941.4908404858","89070.5684465393","88265.7589252404","87841.4691684335","85870.0237771066","86200.0178111514","86895.4866918968","88238.1461922212","90717.3901710859","92349.4121328106","93232.1561455768","94514.5614306968","95594.3679500596","95640.7596759001","96543.7468776914","96520.3590775995","96655.4588685229","96554.7630040916","96750.9367296369",
"Estonia","EST","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26070.7311311271","26475.1872973395","28807.5420799611","30769.8955439729","34885.5844177248","36829.5604070533","37927.4076921882","42271.9928610328","45367.8005045107","47807.9873107814","50378.1056340782","53126.256565186","57141.674711929","59551.3894472721","63300.1083033851","60122.146430923","56858.8698928924","61182.3817169202","62107.804264755","62694.6138202272","62922.1478991597","64365.0695084916","63774.0044826918","64994.4770512181","67187.5231134288","69880.8251749625","72868.0181672447",
"Ethiopia","ETH","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1697.65146030369","1497.5037143949","1638.79390764275","1633.8311362735","1668.34722859172","1812.5720705439","1807.18398314941","1687.3292680246","1716.68019601673","1753.72611301914","1835.84447062429","1800.56613900279","1700.77561605967","1864.43550583424","2012.2859046212","2163.38068922345","2337.82601151929","2509.9113026838","2647.71394772643","2882.19041110852","3091.65864716054","3239.39931604492","3453.92424998706","3679.08419496149","3926.0788398913","4159.72894746625","4412.3326519085","4563.53548895644","4776.14261283843",
"European Union","EUU","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68401.5329004408","69768.363427735","70697.0382027879","73041.3520401349","74742.1359121229","76109.7338755528","77593.7017534127","79098.4262910854","80487.5135466852","82854.7658097693","84031.4304740131","85135.4135814289","85399.8595893744","87366.6520947288","88020.4642793877","89589.4410626198","90722.4849057073","90541.4169774484","88267.6979163852","90503.090314815","92484.5366636695","92248.4599917431","92536.8450547848","93276.1708389776","94520.4520074806","95144.7311520826","96357.7607782067","97282.2413620797","98387.387771087",
"Fragile and conflict affected situations","FCS","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64045.3405076767","66659.4991958324","70470.8257105413","74054.3975251735","78327.873140349","80392.4185450527","83303.6069587953","85443.8112744405","86151.8949351112","89858.6182384546","90558.9721059625","91705.7621747115","93684.2754906626","97644.85203404","97592.3362183114","99531.291609434","102700.087661602","101900.930918512","96629.0547532853","100251.720023314","101632.376505274","99866.7842863644","100053.544361867","100064.732485463","101099.513908779","103476.276622299","105661.484126878","104610.476557001","104908.048706573",
"Fiji","FJI","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22696.4463915858","23762.3438262351","23845.9164920532","24626.1812717079","24761.0052892554","25676.2184846606","24942.8311047661","25110.6742588531","27210.1943809082","26668.3121171914","26738.1452684706","27223.3078197615","27147.3053939697","28185.0920585629","27933.7592269188","27703.6937912952","26667.1710170531","26137.9717491461","25102.2010071388","25196.8302983775","25383.7174558375","26177.731188149","27962.0462768413","30137.8156333372","31827.5294739354","32778.3678155251","34413.1270084788","35425.1772119652","35443.6611491732",
"France","FRA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84985.8827372398","86669.1268808272","86783.2105973127","89851.0333838566","90448.2342711485","91156.0194722441","93613.9408087594","95821.2841159019","97885.3732050898","98991.8717033504","98933.9713782788","98956.2357482086","97388.3713259597","100167.108493656","100370.943094544","102225.177588535","102918.781777726","101782.90944491","99847.3503356546","101602.824006563","103754.298400812","103920.337710435","104626.69336652","106271.501667649","107284.958398945","107883.272053417","109409.548956455","110389.841666069","111303.10852878",
"Faroe Islands","FRO","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83988.8455620825","79324.3459124009","80612.8095720484","81449.4441721501","83246.8878797021","83913.6197222331","86239.4954172063","86596.4372128387","76164.8148192385","72273.4052311335","71569.5533400436","69158.645785995","68398.1133735948","66371.1678256414","65570.9172043414","61433.7012410044","62887.7312070694","58472.3067801136","56673.6893821501","58519.4852938039","59957.7408716445","60164.6330665373","60538.3283507669","60064.1454992211","59509.1511753845","58548.143087201","56793.1972946353","55462.4968863116","55939.610906054",
"United Kingdom","GBR","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65668.5818035473","67215.8307579581","69907.393071203","72186.0388546886","73318.6066944152","74477.5578576762","75949.2822171103","77803.220066767","79533.97945719","81162.5996926555","82917.693884857","84203.0929714856","85946.1237243194","86988.6709624286","88582.0156191323","90300.0305024871","91794.5550042947","90677.3974835032","88119.680265729","89554.2905710291","90645.3287942732","90832.4495343105","91530.4172924482","91676.5929870538","92237.9602151533","92640.9186042596","93334.0910312119","93385.5562725654","94007.0081201504",
"Georgia","GEO","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17733.7348047309","9873.94656761269","6840.41011396353","6327.24022483617","6657.86258195218","8095.7073361096","9314.84443962828","10202.7742295714","10628.7362954074","10976.1839483926","11238.1925814157","12475.3527124822","13407.1995339164","14638.4526722551","16347.8034046093","17800.4012173008","19936.1559304005","21492.6587567094","21529.6864864517","22426.3054111432","23790.3632303882","25193.129586221","26373.2357972151","26635.9015946858","26899.9637260227","28128.8883676344","28701.1109461673","30195.0918176448","32098.8058291343",
"Ghana","GHA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6004.46253117317","6041.97098769417","6172.48089352892","6213.41435139819","6311.90508407897","6458.13847256839","6588.37082411047","6760.9490275248","7016.0156657157","7099.0730455446","7144.25166036046","7228.17847751447","7355.43074628335","7511.10602127077","7696.03121925171","7920.55216456153","8049.49797778031","8565.1574821744","8782.6678163692","9258.32643112186","10359.9943086803","11120.3158708722","11730.6960704891","11862.8001472357","11920.5547852528","11852.139287056","12347.3342292743","12792.2179123997","13322.9340871619",
"Gibraltar","GIB","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4476.36244768943","4514.5029364684","4636.48751410984","4708.08585896344","4809.08903530873","4912.79249872332","5050.4600151924","5115.06969008203","5195.51084797537","5211.00359923798","5309.76304136385","5498.02358065158","5474.06383930695","5503.45217293036","5561.77662510652","5497.48819463357","5738.36834740259","5835.15030878178","5641.79271124639","5780.51354495688","5963.2809354253","6169.34893081972","6257.76480578915","6320.56381480862","6384.33561906508","6870.97630573731","7353.42757924108","7558.17001153906","7699.29487066472",
"Gambia, The","GMB","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7692.44776445643","7727.95120705581","7754.63051022644","7562.86006272794","7423.47062332571","7414.43723746933","7585.88254988565","7647.99278567134","7921.30166969374","8114.14171395494","8312.2330481117","7784.29735336291","8037.9873246432","8299.53039162159","7809.53872283066","7491.57960585413","7443.85185047865","7630.31352363693","7880.97814736606","8053.91202214051","7148.90029488372","7263.61758077605","7235.05929693261","6886.25961190335","6931.65906769472","6831.27492079705","6925.45421005783","7139.95988745283","7311.75494287062",
"Guinea-Bissau","GNB","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5374.6553611555","5318.46028446457","5315.28127711685","5363.48456879762","5472.84342593491","6003.48066826623","6274.25760838804","4402.63129588511","4357.076345795","4495.15782210835","4483.97502773492","4329.30196371028","4240.32450279247","4239.6375782609","4298.86741432337","4278.45867770375","4295.74273356159","4310.40828508169","4339.99981213063","4413.72960509625","4640.26400648481","4428.04330411371","4440.5538957544","4350.85491251998","4485.93531757887","4635.73293627076","4773.99147534269","4817.40511191711","4899.63844249705",
"Equatorial Guinea","GNQ","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3117.38474974607","4068.26692733652","4371.49756512907","4918.74825034542","5558.22759198016","8926.12998696325","21412.1382051849","25339.1949498961","30375.0143898226","34154.809981947","53404.598829909","60888.840704295","65951.6531136492","86205.2751014269","95135.0965121991","97378.1507761272","106354.464054265","118487.115858443","113824.129234072","98010.207141247","99801.9232979982","103168.776263816","94240.8612725907","89988.8961013863","77797.9292843798","68487.2936230797","62224.079810488","55995.5203130115","50769.9779294795",
"Greece","GRC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66745.6357232245","65484.9716143479","64402.4713112615","64266.6537734841","64410.7597087585","65286.0066998261","67764.7855446281","69421.5948012725","71253.5966589291","73017.3631543845","76245.0656652936","77933.9410539885","81114.7731728838","84522.2163031711","84757.2739670474","88306.9121881258","90982.9970727032","90295.2055145368","87636.2801565658","85781.8929686351","83838.0228007871","85165.4691220926","86719.7161047581","87182.2293842179","85205.7429099411","83594.0920414525","82798.5361041308","82242.923835299","82175.2372387408",
"Grenada","GRD","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17141.3040234082","17456.5509911106","17654.8073725325","17855.5089614111","18186.5609437415","18224.2818342344","18465.6216902921","18796.2121746638","18949.4619029539","19060.4325652195","18919.5460147964","19093.5115849732","19056.4298588915","19147.5885007035","19301.7942858222","19830.4909731549","20533.9687710347","20663.3144557813","20302.4007570491","20398.9750954274","20615.592046759","19077.9364338965","20821.1768494758","20922.7217632506","21276.7535758774","21136.0681949131","21109.3208440286","21181.7558691198","21473.2225440125",
"Guam","GUM","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10946.6135532365","11701.4822938394","12569.444416716","13698.2039531034","14475.9518599401","15696.2220649958","16757.8667839401","16604.8878769111","17287.678408627","17252.7877114255","17853.7457158805","18314.0276209154","18178.5631743676","18415.1534493951","17982.7701458787","18597.2133132657","19649.2958315067","19797.6757581312","20348.1248496174","20951.9482972933","21806.8532253215","22695.46430899","23560.7208824081","24177.5868283645","24638.2906153509","25203.7023405082","25448.6105766199","26223.3787558321","27184.1682334701",
"High income","HIC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71021.3008998626","72598.8726394578","73606.4425890471","75298.7595335983","76472.2701628932","78082.255862221","79634.8168987437","81161.9884661726","82934.0659394003","85230.5832613722","86075.210428024","87407.6175621803","88898.2691699442","91128.1023708575","92464.0369318299","93905.3712829095","95069.2116708179","94773.5726111808","93323.3634768827","95888.7261327699","97256.288334223","97670.3915198422","98426.1592942524","99132.4509788089","100159.678887827","100490.566534289","101439.619778988","102481.145120238","103657.154219853",
"Hong Kong SAR, China","HKG","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60521.3747239643","64510.785987187","67657.8191345884","70035.9418825172","70793.4534058893","70491.4953028402","72975.6335144216","69483.001590606","71528.811787809","74985.1183055266","74503.3822786059","76274.6065311182","79259.1271022021","84088.2545097127","88670.0943247759","92977.2624551703","96709.0856765893","97964.0176404636","96785.6362157332","103036.364717691","105115.123875532","104404.874522387","105721.400517219","107989.364670131","109635.808678592","111658.853319972","115215.568427818","118203.885802688","117999.905580656",
"Honduras","HND","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10894.2705691442","10970.2834871118","11273.241448692","10934.2267469871","11194.1098927874","11145.6736289312","11121.8374729022","11200.5249245234","10739.0775497616","11322.1517414112","11454.0186290244","11549.0850835318","11886.9544016237","12361.6893511967","12604.1016139292","13140.1438221089","13676.6863522024","13643.0223482486","12694.0917007327","12638.4114484858","13216.2441657984","13444.677585748","12858.1779014241","12768.8548132152","12759.8955419254","13050.5078898149","12990.025301859","12809.4651741543","12787.7974486793",
"Heavily indebted poor countries (HIPC)","HPC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4489.00094418974","4326.43614763912","4240.04717396329","4122.28460494214","4193.98554349419","4292.52880519055","4343.53873648458","4368.7032157943","4391.19395347742","4378.77170972436","4436.79005621027","4453.8965509104","4514.36945805838","4616.74929275366","4746.83969310768","4907.40125214531","5091.02250743304","5263.12055386467","5370.3487086101","5542.09474854086","5690.56900080245","5858.92605703134","6024.73758202928","6176.82692530544","6304.09193056434","6401.84372017509","6529.1176719957","6590.55167836177","6661.92071413882",
"Croatia","HRV","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36613.5748725665","39105.9304541943","42161.302207995","44061.6569637813","45176.8860558698","48672.396322946","52346.8900843121","55290.091925766","57280.9288244364","57923.4079756037","59667.9973474371","62071.187464732","63959.575372888","63956.4811277733","59800.6549912584","61277.0480000482","63794.607128946","64759.9107604301","66175.2870888174","64350.3222970186","64956.7955236116","66940.0435237679","67829.6237507569","68548.3307854315","70052.8371567483",
