"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.0483785670467","80.9710420099347","79.5830324778096","79.4784820149437","80.8603642896287","67.6377971540012","69.680680826302","69.9917122302158","68.691597567717","67.5616194534971","67.3739693192713","66.9290092165899","65.421085238197","65.8893365893366","69.5702660406886","","","","","","","","","","",
"Afghanistan","AFG","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1511545995992","37.4448038407261","41.1108953364243","39.0077871841904","39.8310243252872","40.294685221301","45.4098308716488","45.2444349261482","48.8793769096891","49.6968203962567","50.5793979236606","52.6827434733525","52.9908650351499","53.2352934986503","52.761719231561","52.6554311512172","52.6348310289645","52.0838796356704",
"Angola","AGO","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.0616104906329","25.1524548978866","30.2402406688035","31.9315282885985","20.9923708578417","22.2123554945612","26.9598114360045","37.9075789655613","41.1829863790656","40.347464274602","35.5267258263529","37.1568468383723","34.6118783461354","34.338201603897","48.9906736748374","41.8870236648356","39.0758313423906","39.6049460938059","42.7849161208976","46.8139275295854","48.6598890939393","46.9809943251591","46.7626245811004","43.2069094144864","",
"Albania","ALB","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.7729052590847","42.3156573150217","43.9942521784097","46.8340280983289","44.3028027650255","44.9427837109107","43.7763109553837","41.911498421985","42.5803439017032","43.5545627609599","43.5234081910995","44.6397015037662","44.6992269329926","45.3173449300047","44.0254492415046","44.2563672971517","44.9546198966638","44.6070047712584","45.782514890673","46.2843479230646","46.697147053603","47.9695549238659","47.7400278555924","48.5817668513647",
"Andorra","AND","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","31.5058832101446","","41.2740359021655","45.4760138963977","46.403746901","","","","","","42.0416634327285","46.0235685940273","42.5177931306743","44.5420888324938","46.0443274023814","45.1208676031762","44.1177640544531","44.4466700089703","48.1463443145117","45.1458155222942","41.2504223242395","42.8162131134163","43.3177754574692","42.357537498816","42.2612498285108","39.9567458024023","39.7132183421008","41.0429825705398","38.7442365814405","45.3893344591396","43.4815596428306","39.3340186201367","40.4448015914603","42.1618843742967","44.3697976285096","52.2690737943445","54.2003901933087","51.8675275729082","48.704223497512","49.9041227488824",
"United Arab Emirates","ARE","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","25.4643047004956","27.6401890692683","31.5331369357862","31.3121326365424","28.09722443704","26.8457912124624","31.0883861669878","36.2075815649247","37.8652207393831","36.3468141806264","37.8220266208673","46.6611025062797","44.1756695041514","45.7880271536706","43.7300450012482","40.0392209536602","51.9239305038891","43.3233556993049","47.0391772771792","51.909199895273","52.6677577741408","51.8405657582938","52.567566633727","57.7955770490152","55.6460922334793","49.220338275323","48.0854585516536","50.2509298289115","48.951303152003","46.6562900061707","42.9608649080015","41.0026442799823","44.1831002420827","41.1547160923483","46.9181571110237","46.7057368047177","41.2924815172295","41.9119712593881","44.3500784549129","46.5958941075473","55.3650854475686","57.7753160729321","56.6548394984786","52.2483331427555","53.1087906865831",
"Argentina","ARG","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","38.6813582857261","40.1170927423721","42.6362011624409","43.2426585257493","43.4271542070252","48.0836525009197","43.1787867210794","43.4334758186795","44.6950283481664","46.176359627142","43.2747682872493","40.9540839988848","44.1066558214226","46.3979525030575","48.1755980553814","52.426832507347","53.1862535984306","49.3009953094612","49.7853685268061","51.9458352298589","53.0895381715363","54.8191624683246","54.0769662656489","52.5355207001495","48.0360922412516","55.8544476443929","60.5611985052019","63.3252164422299","61.056897614085","61.5907929226228","62.263779670525","61.3509955456509","60.8492831021072","61.5396856144834","63.4877305192171","63.469313441501","65.0812573281962","54.7764456459146","51.0316942508769","47.8369882937827","48.4861459282405","48.7491333682456","49.5083307772744","50.2551922042782","53.3060010032753","51.4951802052167","51.8119007511102","53.6581179163924","53.9190936666216","52.9405434663365","55.8149012843362","56.1222358547004","56.9677948907284","55.4843702535744","53.6262574786481",
"Armenia","ARM","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.6989324054448","45.749756861728","47.4130437470384","48.2126693907876","49.9105094267778","50.7652583569469","52.6163051198371","54.2338376614097",
"American Samoa","ASM","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","75.0552848725061","75.6169049834668","75.1073268722841","73.5559808004295","73.1374513921836","75.6975860315143","76.5225499093106","76.7931207571769","75.8147470055005","72.3599788612017","71.8533919920859","71.7420500418804","71.5149365159794","72.4929662958105","72.3140139708602","73.2385768546795","74.2168209435997","74.2126961540156","73.6747894663229","73.6742863117388","74.0235359392255","74.4342170529603","74.1531246285475","76.3144596123","75.8545321974523","74.9944145416691","74.5442068179689","73.16336981454","72.5940730453258","68.2597159263023","67.6077238947898","67.2194958714276","68.4882037363918","70.6879596580998","72.0802052337203","71.6160574839654","70.9483966632287","70.3868677169648","69.8808834408864","68.5305688902181","67.3900099406087","65.820560876614","66.7531270431623",
"Australia","AUS","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.3767565091431","61.1397951157842","61.786999337184","62.4490854552426","62.4117297217218","62.3274500724877","62.3772979099657","63.3349000794178","63.5311861818714","64.2752212803217","64.3217440887895","64.1439241149056","63.9677933001261","64.2848581701958","64.2634073485638","64.3681338637056","63.7368405206588","64.3619091969118","64.4924501810479","64.1444436949716","65.7390692209027","64.7319468425593","65.2809215063043","66.326977615802","65.7559132452941","67.2907994024379","68.277680563902","67.0768252017008","66.7121110558523","66.1498855306417",
"Austria","AUT","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","49.6039200212557","50.5280219535685","50.5267172502706","51.6857483489192","51.5959057566643","52.2007780291658","53.4449545677038","54.0040916388224","54.2213447692376","54.5882473459269","55.0360688564447","55.587858272695","55.7328484417555","56.0670494059096","56.1086627644695","56.4493014535164","57.3487629838406","58.395355182804","58.1747953540538","58.9178225880654","58.6808938359451","58.4915963946458","58.8627937095527","58.7312187191226","59.3090153444783","59.4875285840504","60.2956964515702","60.3935712577189","60.3182667785607","60.5724261845015","60.7033786497088","60.3153124870919","61.0266320776577","62.1685810384121","62.2941578518769","62.2762436725454","62.0008552248552","62.3265831085282","62.6537932745237","62.8806356002249","62.6524969751585","62.53286663253","62.460796520844","62.5456265484131",
"Azerbaijan","AZE","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7544338335607","34.2440119760479","28.8230534636211","35.9009554140127","38.0427808913798","37.9417002530696","30.8497401741931","35.816736852104","43.3412776841249","39.045323302694","35.7855916576588","34.4796448190232","32.4552577319588","31.9247183936193","31.7987854915477","25.0852465561988","23.5098313258154","21.755963399799","23.6588501440061","31.3211521986433","28.216178028965","27.7128374486387","29.522301196302","31.4925578357568","34.1869146526","40.6504229496138","39.322666701972","38.1231713246647","35.2831743494981","37.3604632656309",
